;X;Y
186;1.39255229;5.228017188
187;0.61275829;-4.582210923
188;-14.80246222;3.693784852
189;2.963105745;0.85724826
190;11.31460233;11.55458908
191;4.089244919;17.33405744
192;-1.997940363;3.872666834
193;-20.32787168;-0.953592417
194;7.332292532;16.39582205
195;12.49240015;3.557966184
196;1.652215708;11.40309561
197;-10.6654812;-4.973735764
198;2.172473595;2.60636894
199;-12.72032372;-0.736628476
200;-13.40105684;-1.361624752
